"Date","Expected_Fixes","On_Time_Fix","No_fix","Early_Fix","Late_Fix","Avg_Speed_Day","Avg_Speed_Night","Out_of_Bounds","Percent_No_Fix_to_Total","Per_Missing__to_Expected_Fix"
"2020-06-18",112,0,399,0,0,NA,NA,0,"Inf %","100 %"
"2020-06-19",288,0,573,0,0,NA,NA,0,"Inf %","100 %"
"2020-06-20",288,0,521,0,0,NA,NA,0,"Inf %","100 %"
"2020-06-21",288,0,288,0,0,NA,NA,0,"Inf %","100 %"
"2020-06-22",288,0,288,0,0,NA,NA,0,"Inf %","100 %"
"2020-06-23",288,0,88,0,0,NA,NA,0,"Inf %","100 %"
"2020-06-24",0,0,0,0,0,0,0,0,NA,NA
"2020-06-25",0,0,0,0,0,0,0,0,NA,NA
"2020-06-26",0,0,0,0,0,0,0,0,NA,NA
"2020-06-27",0,0,0,0,0,0,0,0,NA,NA
"2020-06-28",0,0,0,0,0,0,0,0,NA,NA
"2020-06-29",0,0,0,0,0,0,0,0,NA,NA
"2020-06-30",0,0,0,0,0,0,0,0,NA,NA
"2020-07-01",0,0,0,0,0,0,0,0,NA,NA
"2020-07-02",0,0,0,0,0,0,0,0,NA,NA
"2020-07-03",0,0,0,0,0,0,0,0,NA,NA
"2020-07-04",0,0,0,0,0,0,0,0,NA,NA
"2020-07-05",0,0,0,0,0,0,0,0,NA,NA
"2020-07-06",0,0,0,0,0,0,0,0,NA,NA
"2020-07-07",0,0,0,0,0,0,0,0,NA,NA
"2020-07-08",0,0,0,0,0,0,0,0,NA,NA
"2020-07-09",0,0,0,0,0,0,0,0,NA,NA
"2020-07-10",0,0,0,0,0,0,0,0,NA,NA
"2020-07-11",0,0,0,0,0,0,0,0,NA,NA
"2020-07-12",0,0,0,0,0,0,0,0,NA,NA
"2020-07-13",0,0,0,0,0,0,0,0,NA,NA
